@W: FA279 |Inconsistent Quartus device library version: Verilog/VHDL compiled using quartus_prime223 device library, but clearbox version is quartus_prime221.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[537].havereset_q[537] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[536].havereset_q[536] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[535].havereset_q[535] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[534].havereset_q[534] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[533].havereset_q[533] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[532].havereset_q[532] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[531].havereset_q[531] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[530].havereset_q[530] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[529].havereset_q[529] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[528].havereset_q[528] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[527].havereset_q[527] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[526].havereset_q[526] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[525].havereset_q[525] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[524].havereset_q[524] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[523].havereset_q[523] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[522].havereset_q[522] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[521].havereset_q[521] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[520].havereset_q[520] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[519].havereset_q[519] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[518].havereset_q[518] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[517].havereset_q[517] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[516].havereset_q[516] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[515].havereset_q[515] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[514].havereset_q[514] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[513].havereset_q[513] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[512].havereset_q[512] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[511].havereset_q[511] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[510].havereset_q[510] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[509].havereset_q[509] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[508].havereset_q[508] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[507].havereset_q[507] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[506].havereset_q[506] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[505].havereset_q[505] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[504].havereset_q[504] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[503].havereset_q[503] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[502].havereset_q[502] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[501].havereset_q[501] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[500].havereset_q[500] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[499].havereset_q[499] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[498].havereset_q[498] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[497].havereset_q[497] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[496].havereset_q[496] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[495].havereset_q[495] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[494].havereset_q[494] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[493].havereset_q[493] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[492].havereset_q[492] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[491].havereset_q[491] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[490].havereset_q[490] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[489].havereset_q[489] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[488].havereset_q[488] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[487].havereset_q[487] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[486].havereset_q[486] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[485].havereset_q[485] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[484].havereset_q[484] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[483].havereset_q[483] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[482].havereset_q[482] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[481].havereset_q[481] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[480].havereset_q[480] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: BN132 :"/home/victor/pulp_shared_vm/pulp_box/pulpissimo/ips/riscv-dbg/src/dm_csrs.sv":580:8:580:16|Removing sequential instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[479].havereset_q[479] because it is equivalent to instance i_pulpissimo.soc_domain_i.pulp_soc_i.i_dm_top.i_dm_csrs.gen_havereset[1000].havereset_q[1000]. To keep the instance, apply constraint syn_preserve=1 on the instance.
